uuid,Nazwa,Utworzenie,organ_nadzorujacy,rodzaj,panstwowy_instytut_badawczy,typ,typ_instytucji_naukowej,REGON,NIP,NIP2,KRS,www,e-mail,telefon,kraj,wojewodztwo,ulica,numer,kod_pocztowy,miasto
71f8bd73-cb80-459e-a740-fd31216f44ef,Poznański Park Naukowo-Technologiczny Fundacji Uniwersytetu im. A. Mickiewicza,1995-05-16,,Instytucja naukowa,false,,inna instytucja naukowa,631509229,7810002075,7810002075,,http://www.ppnt.poznan.pl,ppnt@ppnt.poznan.pl,618279700,Polska,wielkopolskie,Rubież,46,61-612,Poznań
c2be6f11-8555-47b5-9806-575d4a661c27,Prawosławne Seminarium Duchowne w Warszawie,1951-03-20,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia kościelna,false,zawodowa,,011574451,1130304124,1130304124,,https://psd.edu.pl/,psd@psd.edu.pl,22 617 83 48,Polska,mazowieckie,ul. Paryska,27,03-945,Warszawa
7940e083-59f8-4a3a-bff5-0f95628ab244,Profesjonalna Szkoła Biznesu-Szkoła Wyższa w likwidacji w Krakowie,1994-06-15,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,350724379,6761005592,6761005592,,,,,Polska,małopolskie,ul. Miodowa,26,31-055,Kraków
fdfbf74c-e955-4553-9e06-7622e5ca94d3,Prywatna Wyższa Szkoła Informatyki i Zarządzania im. Józefa Tyszkiewicza w Bielsku-Białej,1992-06-24,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,,,,,,,,Polska,śląskie,ul. Nadbrzeżna,12,43-300,Bielsko-Biała
15570eb2-05ce-4f28-81b9-ad0121b5df35,Prywatna Wyższa Szkoła Ochrony Środowiska w Radomiu,1993-10-20,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,670679257,7961189717,7961189717,,http://www.pwsos.pl,rektor@pwsos.pl,48 383 11 50,Polska,mazowieckie,ul. Marii Fołtyn,6C,26-600,Radom
2a7324df-36f2-42a8-8637-d079ecc36d19,Przemysłowy Instytut Maszyn Budowlanych Sp. z o.o.,1952-01-01,,Instytucja naukowa,false,,inna instytucja naukowa,141384698,1250000237,1250000237,,http://www.pimb.com.pl,pimb@pimb.com.pl,227862326,Polska,mazowieckie,ul. Napoleona,2,05-230,Kobyłka
966036f2-1c5a-4a31-bb6c-0752c427a994,Puławska Szkoła Wyższa w likwidacji z siedzibą w Puławach,1997-07-23,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,430847999,7162084806,7162084806,,http://www.psw.pulawy.pl,rektorat@psw.pulawy.pl,48818874949,Polska,lubelskie,ul. Stanisława Moniuszki,1,24-100,Puławy
103e7288-585f-468d-9fb9-567e0321d382,Radomska Szkoła Wyższa,1995-08-04,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,670794107,7961100769,7961100769,,http://www.rsw.edu.pl,med@rsw.edu.pl,483836605,Polska,mazowieckie,ul. Marii Fołtyn,2,26-600,Radom
c05d76c8-ff48-45f5-9489-ef55df4a8b67,"""READ-GENE"" SPÓŁKA AKCYJNA",2005-09-27,,Instytucja naukowa,false,,inna instytucja naukowa,320105636,8522464257,8522464257,,www.read-gene.com,office@read-gene.com,(91)433-42-56,Polska,zachodniopomorskie,ul. Akacjowa,2,71-253,Szczecin
8aac2c6a-b045-4ce4-a65f-cf679d0aeca9,Sano - Centrum Zindywidualizowanej Medycyny Obliczeniowej - Międzynarodowa Fundacja Badawcza,2019-09-05,,Instytucja naukowa,false,,inna instytucja naukowa,384298430,6772446472,6772446472,797490,https://sano.science/,a.dziduszko@sanoscience.org,12 307 27 37,Polska,małopolskie,ul. Nawojki,11,30-072,Kraków
40f173f7-6025-4168-97d7-624a44334266,Schola Posnaniensis - Wyższa Szkoła Sztuki Stosowanej w Poznaniu,1993-10-20,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,630214710,,,,,,,Polska,wielkopolskie,ul. Krańcowa,89,61-048,Poznań
e9bdbd91-97c4-44aa-945f-834c214f1b61,Sieć Badawcza Łukasiewicz - COBRO - Instytut Badawczy Opakowań,1974-01-01,Minister Przedsiębiorczości i Technologii,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000018572,5250008778,5250008778,,http://'cobro.org.pl,info@cobro.org.pl,48 22 842 20 11,Polska,mazowieckie,ul. Konstancińska,11,02-942,Warszawa
75887864-a6ed-43f0-8f4a-1879597282e7,Sieć Badawcza Łukasiewicz - Instytut Biopolimerów i Włókien Chemicznych,1952-01-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000043133,7240000138,7240000138,,http://www.ibwch.lodz.pl,ibwch@ibwch.lodz.pl,42 637 67 44,Polska,łódzkie,ul. Marii Skłodowskiej-Curie,19/27,90-570,Łódź
744fe2d4-b33a-4b80-a274-c682d85364eb,Sieć Badawcza Łukasiewicz - Instytut Biotechnologii i Antybiotyków,1985-07-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,001208872,5250008347,5250008347,,http://www.iba.waw.pl,info@iba.waw.pl,48223786300,Polska,mazowieckie,ul. Starościńska,5,02-561,Warszawa
3e8f9ad6-6157-47db-8e90-d9ba6d2e57d6,Sieć Badawcza Łukasiewicz - Instytut Ceramiki i Materiałów Budowlanych,1951-12-14,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000056377,5250007626,5250007626,,ww.icimb.lukasiewicz.gov.pl,info@icimb.lukasiewicz.gov.pl,12 683 79 11,Polska,małopolskie,ul. Cementowa,8,31-983,Kraków
28588547-04c9-4a2a-ae3c-2396a1a5c7a1,Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego,1922-05-20,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,387049383,5252836114,5252836114,857893,https://ichp.lukasiewicz.gov.pl,ichp@ichp.lukasiewicz.gov.pl,(22) 568 23 93,Polska,mazowieckie,Ludwika Rydygiera,8,01-793,Warszawa
bae7be6a-8b71-4488-a60f-cf37c0bf27f1,Sieć Badawcza Łukasiewicz - Instytut Ciężkiej Syntezy Organicznej BLACHOWNIA,1952-01-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000041631,7490007064,7490007064,,http://www.icso.com.pl,info@icso.com.pl,774873470,Polska,opolskie,Energetyków,9,47-225,Kędzierzyn-Koźle
10104d5b-8342-476d-a50f-e84ec4c04676,Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki,1946-09-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000037902,5250007684,5250007684,,http://iel.lukasiewicz.gov.pl,sekretariat@iel.lukasiewicz.gov.pl,22 112 52 05,Polska,mazowieckie,ul. Mieczysława Pożaryskiego,28,04-703,Warszawa
cffc30b5-ce5c-43b7-818e-2e14a5dddb4a,Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny,1951-12-07,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000044032,5250009128,5250009128,,http://www.ifarm.eu,kontakt@ifarm.eu,22-456-39-00,Polska,mazowieckie,ul. Ludwika Rydygiera,8,01-793,Warszawa
38cc4673-d359-4443-97f2-a81458dcf403,Sieć Badawcza Łukasiewicz - Instytut Inżynierii Materiałów Polimerowych i Barwników,1962-07-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000044569,8790170691,8790170691,,http://www.impib.pl/,sekretariat@impib.lukasiewicz.gov.pl,(56) 650-00-44,Polska,kujawsko-pomorskie,ul. Marii Skłodowskiej-Curie,55,87-100,Toruń
51edc81e-fdc2-4fa8-8dee-6e2b9177c1af,Sieć Badawcza Łukasiewicz - Instytut Lotnictwa,1926-08-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,387193275,1070046338,1070046338,862006,https://ilot.lukasiewicz.gov.pl/,ilot@ilot.lukasiewicz.gov.pl,022 846 00 11,Polska,mazowieckie,Aleja Krakowska,110/114,02-256,Warszawa
e9b87cbb-3ef2-4d2e-9991-c949b830ac36,Sieć Badawcza Łukasiewicz - Instytut Mechaniki Precyzyjnej,1927-04-22,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000031532,5250009186,5250009186,,http://www.imp.lukasiewicz.gov.pl,info@imp.lukasiewicz.gov.pl,22 56020610,Polska,mazowieckie,Duchnicka,3,01-796,Warszawa
e39f2b22-d9fa-4aa7-85df-8fb79baf3799,Sieć Badawcza Łukasiewicz - Instytut Metali Nieżelaznych,1952-01-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000027542,6310200771,6310200771,,http://www.imn.gliwice.pl,imn@imn.lukasiewicz.gov.pl,32 2380 200,Polska,śląskie,ul. Józefa Sowińskiego,5,44-100,Gliwice
2cd707c9-2ecf-40e0-868b-1af1db59c602,Sieć Badawcza Łukasiewicz - Instytut Metalurgii Żelaza im. Stanisława Staszica,1945-04-29,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000026867,6310200819,6310200819,,http://www.imz.pl,imz@imz.pl,+48 32 23 45 205,Polska,śląskie,ul. Karola Miarki,12-14,44-100,Gliwice
e228e3b7-3b6f-414f-9deb-a7b08b90f9e3,Sieć Badawcza Łukasiewicz - Instytut Mikroelektroniki i Fotoniki,2020-10-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,387374918,5213910680,5213910680,865821,imif.lukasiewicz.gov.pl,dyrektor@imif.lukasiewicz.gov.pl,22 5487 816,Polska,mazowieckie,al. Aleja Lotników,32/46,02-668,Warszawa
3aa52513-dad5-49df-a3ff-9a8d0d5c4225,Sieć Badawcza Łukasiewicz - Instytut Napędów i Maszyn Elektrycznych KOMEL,1948-12-09,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000038014,6340133163,6340133163,,http://www.komel.lukasiewicz.gov.pl,info@komel.lukasiewicz.gov.pl,32 258 20 41,Polska,śląskie,al. Aleja Walentego Roździeńskiego,188,40-203,Katowice
ee0a5e97-41f0-4a82-ba03-ac92dd2717a2,Sieć Badawcza Łukasiewicz - Instytut Nowych Syntez Chemicznych,1958-12-27,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000041619,7160002098,7160002098,,http://ins.lukasiewicz.gov.pl,ins@ins.lukasiewicz.gov.pl,81 473 14 00,Polska,lubelskie,al. Tysiąclecia Państwa Polskiego,13A,24-110,Puławy
a9488428-58d2-4766-a4f1-089ba1333666,Sieć Badawcza Łukasiewicz - Instytut Obróbki Plastycznej,1948-12-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000032402,7770000086,7770000086,,http://www.inop.poznan.pl/,inop@inop.poznan.pl,61 657 05 55,Polska,wielkopolskie,ul. Jana Pawła II,14,61-139,Poznań
835e65ea-d09e-4036-a826-62b9f48047ee,Sieć Badawcza Łukasiewicz - Instytut Optyki Stosowanej imienia prof. Maksymiliana Pluty,1954-10-01,Minister Energii,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000035725,5250008790,5250008790,,http://www.inos.pl,inos@inos.pl,228102589,Polska,mazowieckie,ul. Kamionkowska,18,03-805,Warszawa
99b73e7f-5723-47b4-bf61-f162e05340bf,"Sieć Badawcza Łukasiewicz - Instytut Organizacji i Zarządzania w Przemyśle ""ORGMASZ""",1953-08-22,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000040347,5250008293,5250008293,,http://www.orgmasz.pl,instytut@orgmasz.lukasiewicz.gov.pl,22 100 14 63,Polska,mazowieckie,Żelazna,87,00-879,Warszawa
32861546-ad53-487e-93d0-cb8c1a2afa46,"Sieć Badawcza Łukasiewicz - Instytut Pojazdów Szynowych ""TABOR""",1945-09-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000030076,7770003096,7770003096,,http://www.tabor.com.pl,sekretariat@tabor.lukasiewicz.gov.pl,61 66 41 444,Polska,wielkopolskie,ul. Warszawska,181,61-055,Poznań
041beb1d-3c82-4347-bd70-387c501c8f46,Sieć Badawcza Łukasiewicz - Instytut Przemysłu Organicznego,1958-01-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000042613,5250008577,5250008577,,http://www.ipo.lukasiewicz.gov.pl,ipo@ipo.lukasiewicz.gov.pl,22 88 41 200,Polska,mazowieckie,ul. Annopol,6,03-236,Warszawa
8e98cd4e-8bfc-4356-aeab-13cc7fab2332,Sieć Badawcza Łukasiewicz - Instytut Przemysłu Skórzanego,1951-08-20,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,470501376,7260128605,7260128605,,http://www.ips.lodz.pl,sekretariat@ips.lodz.pl,42 2536108,Polska,łódzkie,ul. Zgierska,73,91-462,Łódź
2d8e5fb1-f3b8-4d75-93f2-96d7962813a6,Sieć Badawcza Łukasiewicz - Instytut Spawalnictwa,1945-03-28,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000031503,6310102258,6310102258,,http://www.is.gliwice.pl,"is@is.gliwice.pl, is@is.lukasiewicz.gov.pl",32 33 58 200,Polska,śląskie,ul. Błogosławionego Czesława,16-18,44-100,Gliwice
6556f93d-6ace-4ba6-aef2-362a4e7b0d2f,Sieć Badawcza Łukasiewicz - Instytut Techniki i Aparatury Medycznej ITAM,1977-03-19,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000689823,6480001467,6480001467,,http://www.itam.lukasiewicz.gov.pl,sekretariat@itam.lukasiewicz.gov.pl,+48 32 271 60 13,Polska,śląskie,Franklina Roosevelta,118,41-800,Zabrze
0eb0aa70-91ae-4f4e-86a8-55cc6d82d1d2,Sieć Badawcza Łukasiewicz - Instytut Technik Innowacyjnych EMAG,1976-01-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,001253163,6340125399,6340125399,,http://www.emag.lukasiewicz.gov.pl/,emag@emag.lukasiewicz.gov.pl,32-2007-600,Polska,śląskie,ul. Leopolda,31,40-189,Katowice
6940a615-3733-4406-8713-b6260a6127c2,Sieć Badawcza Łukasiewicz - Instytut Technologii Drewna,1952-01-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000124050,7770000985,7770000985,,http://www.itd.poznan.pl,office@itd.lukasiewicz.gov.pl,48618492400,Polska,wielkopolskie,ul. Winiarska,1,60-654,Poznań
542e9ecf-03e6-4669-aee8-00ed90e258fb,Sieć Badawcza Łukasiewicz - Instytut Technologii Eksploatacji,1986-03-15,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,001238212,7960035805,7960035805,,http://www.itee.radom.pl,instytut@itee.lukasiewicz.gov.pl,+48 364 42 41,Polska,mazowieckie,ul. Kazimierza Pułaskiego,6/10,26-600,Radom
fcc69d75-9669-486c-a853-5ea6867ca31a,Sieć Badawcza Łukasiewicz - Instytut Technologii Elektronowej,1966-07-17,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000038971,5250009111,5250009111,,http://www.ite.waw.pl,dyrektor@ite.waw.pl,22 5487700,Polska,mazowieckie,al. Aleja Lotników,32/46,02-668,Warszawa
5f1a1851-c25b-40a4-9f56-3cfe3e859d44,Sieć Badawcza Łukasiewicz - Instytut Technologii Materiałów Elektronicznych,1979-02-05,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000039025,5250008488,5250008488,,http://www.itme.edu.pl,itme@itme.edu.pl,22 835 30 41,Polska,mazowieckie,ul. Wólczyńska,133,01-919,Warszawa
ebbe93b7-4286-4c48-92b4-0f0ffd59067b,Sieć Badawcza Łukasiewicz - Instytut Tele- i Radiotechniczny,1956-03-23,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000039309,5250008850,5250008850,,https://www.itr.lukasiewicz.gov.pl/,itr@itr.lukasiewicz.gov.pl,22 619-22-41,Polska,mazowieckie,Ratuszowa,11,03-450,Warszawa
d4b4e046-1c04-4e25-87d9-c751702f5048,Sieć Badawcza Łukasiewicz - Instytut Włókiennictwa,1945-09-07,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000050239,7240000664,7240000664,,http://www.iw.lodz.pl/,info@iw.lodz.pl,426163101,Polska,łódzkie,ul. Brzezińska,5/15,92-103,Łódź
4dfa0995-5ab0-4cef-bdd1-761f9eda3aa4,Sieć Badawcza Łukasiewicz - Instytut Zaawansowanych Technologii Wytwarzania,1949-08-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000032603,6750001774,6750001774,,http://www.ios.krakow.pl,ios@ios.krakow.pl,12 63 17 100,Polska,małopolskie,ul. Wrocławska,37a,30-011,Kraków
5258df8b-3924-4f7a-ab2f-6b1379e3a6dc,Sieć Badawcza Łukasiewicz - Krakowski Instytut Technologiczny,1946-02-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,387116932,6750000088,6750000088,861401,https://kit.lukasiewicz.gov.pl/,sekretariat@kit.lukasiewicz.gov.pl,12 26 18 324,Polska,małopolskie,ul. Zakopiańska,73,30-418,Kraków
eb32ed60-5a78-4d98-a0b5-4ff511ef6d78,Sieć Badawcza Łukasiewicz - Łódzki Instytut Technologiczny,2022-04-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,521631148,7272857474,7272857474,955824,www.lit.lukasiewicz.gov.pl,sekretariat@lit.lukasiewicz.gov.pl,42 307 09 01,Polska,łódzkie,Marii Skłodowskiej-Curie,19/27,90-570,Łódź
b4a408ef-359b-46df-a6dc-5a0bb5511a72,Sieć Badawcza Łukasiewicz - PORT Polski Ośrodek Rozwoju Technologii,2007-11-15,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,020671635,8943140523,8943140523,,https://www.port.luksiewicz.gov.pl,biuro@port.lukasiewicz.gov.pl,071720-16-01,Polska,dolnośląskie,Stabłowicka,147,54-066,Wrocław
eccf635d-f316-42c3-ad45-3cf0c9b58021,Sieć Badawcza Łukasiewicz - Poznański Instytut Technologiczny,1967-01-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,386566426,7831822694,7831822694,850093,http://www.pit.lukasiewicz.gov.pl,office@pit.lukasiewicz.gov.pl,61 8504890,Polska,wielkopolskie,Ewarysta Estkowskiego,6,61-755,Poznań
b3f28b90-b5a3-403e-b963-050a9d446d34,Sieć Badawcza Łukasiewicz - Przemysłowy Instytut Automatyki i Pomiarów PIAP,1965-03-15,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000035257,5250008815,5250008815,,http://www.piap.pl,piap@piap.lukasiewicz.gov.pl,228740164,Polska,mazowieckie,al. Aleje Jerozolimskie,202,02-486,Warszawa
d11abbe1-101c-45d7-b85a-9699e97975ed,Sieć Badawcza Łukasiewicz - Przemysłowy Instytut Maszyn Rolniczych,1946-03-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000033614,7770003280,7770003280,,www.pimr.lukasiewicz.gov.pl,office@pimr.lukasiewicz.gov.pl,61 8712 222,Polska,wielkopolskie,ul. Starołęcka,31,60-963,Poznań
b28fd273-56d9-41d3-a620-30856c5f0b3c,Sieć Badawcza Łukasiewicz - Przemysłowy Instytut Motoryzacji,1972-08-11,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000036044,5250008821,5250008821,,http://www.pimot.lukasiewicz.gov.pl,instytut@pimot.lukasiewicz.gov.pl,(22) 7777-000,Polska,mazowieckie,ul. Jagiellońska,55,03-301,Warszawa
37426958-56d9-43c8-bc31-ad58ef900e9f,Sieć Badawcza Łukasiewicz - Warszawski Instytut Technologiczny (Łukasiewicz-WIT),1951-01-01,Centrum Łukasiewicz,Instytucja naukowa,false,,instytut Sieci Łukasiewicz,000057773,5250008519,5250008519,,http://www.imbigs.pl,imb@imbigs.lukasieiwcz.gov.pl,22 853 97 00,Polska,mazowieckie,Racjonalizacji,6/8,02-673,Warszawa
ce4dd171-ea6a-4e21-9982-6181689f7c0e,Sopocka Akademia Nauk Stosowanych,2000-01-10,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,191939223,5851357934,5851357934,,www.sopocka.edu.pl,office@ssw-sopot.pl,(58) 555 83 69,Polska,pomorskie,ul. Rzemieślnicza,5,81-855,Sopot
8f4f45a9-5c93-4073-8e0a-fcb2b63cb997,Społeczna Akademia Nauk z siedzibą w Łodzi,1995-01-30,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,akademicka,,470985279,7251056220,7251056220,,http://www.san.edu.pl,rektor@san.edu.pl,426646601,Polska,łódzkie,ul. Henryka Sienkiewicza,9,90-113,Łódź
1fc02569-a95d-492b-8307-92a64c5531e8,Stargardzka Szkoła Wyższa Stargardinum w Stargardzie Szczecińskim,2005-08-31,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,320093620,8542258822,8542258822,,http://www.stargardinum.pl,dziekanat@stargardinum.pl,915778360,Polska,zachodniopomorskie,ul. Kazimierza Wielkiego,17,73-110,Stargard Szczeciński
835ac4bc-3b1c-4d79-a10f-843bc54be4ef,Staropolska Akademia Nauk Stosowanych w Kielcach,2001-03-20,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,292390760,9591482885,9591482885,,http://www.stsw.edu.pl,stsw@stsw.edu.pl,413458588,Polska,świętokrzyskie,"ul. Majora Jana Piwnika ""Ponurego""",49,25-666,Kielce
70106a6b-687c-4740-9f98-02bbada02a97,STER Instytut Maciej Szymański,1993-11-16,,Instytucja naukowa,false,,inna instytucja naukowa,,,,,www.ster.com.pl,sims@ster.com.pl,+48 61 279-21-00,Polska,wielkopolskie,ul. Ster,1,62-080,Swadzim
9b94b4ef-c6bd-4580-8385-3f6e9d154ffa,Stowarzyszenie Polska Platforma Bezpieczeństwa Wewnętrznego,2005-10-26,,Instytucja naukowa,false,,inna instytucja naukowa,300294630,7831618232,7831618232,,www.ppbw.pl,sekretariat@ppbw.pl,(61) 663 02 21,Polska,wielkopolskie,Juliusza Słowackiego,17,60-822,Poznań
3e43c1ff-58f3-4b5e-8ded-1cd6505f271d,Sudecka Wyższa Szkoła w Kłodzku z siedzibą w Kłodzku,2011-12-14,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,021786412,8831852980,8831852980,,http://.sws.edu.pl,sws@sws.edu.pl,74 869 17 07,Polska,dolnośląskie,ul. Waleriana Łukasińskiego,43,57-300,Kłodzko
55baf644-3dc9-4855-a45b-d6b971a17256,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,1996-07-24,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,akademicka,,011947981,1180197245,1180197245,,http://www.swps.pl,brektora@swps.edu.pl,+48 22 5179600,Polska,mazowieckie,ul. Chodakowska,19/31,03-815,Warszawa
40ee9e13-51b8-4fde-b8b0-e9fb7505c3b9,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,1816-09-23,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia publiczna,false,akademicka,,000001784,5250007425,5250007425,,http://www.sggw.edu.pl,rektor@sggw.edu.pl,48 22 59-31-000,Polska,mazowieckie,ul. Nowoursynowska,166,02-787,Warszawa
c7c10a2a-f381-4dc2-8511-53400ceb4a90,Szkoła Główna Handlowa w Warszawie,1906-01-01,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia publiczna,false,akademicka,,000001502,5250008407,5250008407,,http://www.sgh.waw.pl,sghpolon@sgh.waw.pl,+48 22 564 6000,Polska,mazowieckie,al. Aleja Niepodległości,162,02-554,Warszawa
1bcd4a1f-479c-4e2f-b014-fe9c5f03c9c5,Szkoła Główna Krajowa z siedzibą w Warszawie,2018-04-18,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,380075288,7010827265,7010827265,,,,,Polska,mazowieckie,al. Aleje Jerozolimskie,81,02-001,Warszawa
d06475b4-6cbe-41fd-a9cb-b5572040e37c,Szkoła Główna Politechniczna z siedzibą w Wołominie w likwidacji,2003-08-22,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,492914569,7342985267,7342985267,,http://dziekanat@swsz.edu.pl,sekretariat@fuaw.pl,,Polska,mazowieckie,ul. Laskowa,4,05-200,Wołomin
62b1bfdd-fc86-44b6-8f44-098cdc87f941,Szkoła Główna Służby Pożarniczej,1982-01-18,Minister Spraw Wewnętrznych i Administracji,Uczelnia publiczna,false,akademicka,,000173410,1180035927,1180035927,,https://www.sgsp.edu.pl,rektor@sgsp.edu.pl,+48 22 5617624,Polska,mazowieckie,ul. Juliusza Słowackiego,52/54,01-629,Warszawa
c73ce067-e3fc-4b3d-9508-245017c26d57,Szkoła Główna Turystyki i Hotelarstwa Vistula,1996-05-18,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,011860493,1130237103,1130237103,,https://www.vistulahospitality.edu.pl/,rektorat.sgtih@vistula.edu.pl,22 45 72 340,Polska,mazowieckie,ul. Stokłosy,3,02-787,Warszawa
94bb4d55-18be-446a-bfb0-3cffeeff70b4,Szkoła Nauk Ścisłych w  Warszawie,1993-04-30,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,,,,,,,,Polska,mazowieckie,ul. Puławska,39,02-508,Warszawa
1733f4af-98b7-494f-9ce2-b11165202213,Szkoła Wyższa Ekonomii i Zarządzania w Łodzi,1996-05-28,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,471357450,7281420920,7281420920,,http://www.swseiz.pl,rektor@sweiz.pl,426423050,Polska,łódzkie,ul. Prezydenta Gabriela Narutowicza,86,90-139,Łódź
180d2805-5609-4d97-ae79-27444f690ab6,Szkoła Wyższa im. Bogdana Jańskiego w Warszawie,1993-09-30,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,010340484,5211081512,5211081512,,http://www.janski.edu.pl,administracja@janski.edu.pl,228512890,Polska,mazowieckie,ul. Chełmska,21a,00-724,Warszawa
77de6eec-1f71-4363-bea7-e4287d49e1da,Szkoła Wyższa im. Pawła Włodkowica w Płocku,1993-01-25,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,610217351,7741025385,7741025385,,http://www.wlodkowic.pl,rektor@wlodkowic.pl,24 3664 163,Polska,mazowieckie,al. Jana Kilińskiego,12,09-402,Płock
d9385e2a-eccd-4b2f-be58-27c85e290e59,Szkoła Wyższa Prawa i Dyplomacji w Gdyni,1996-07-03,Minister Edukacji i Nauki (poprzednio MNiSW),Uczelnia niepubliczna,false,zawodowa,,191161522,5861588196,5861588196,,http://www.swpd.edu.pl,rektorat@swpd.edu.pl,+4858 6618391,Polska,pomorskie,ul. Śląska,35/37,81-310,Gdynia
